id,advice,adviceLastChangedAt,bonus,bonusLastChangedAt,endReason,endReasonLastChangedAt,ended,endedLastChangedAt,exitStep,exitStepLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt,writtenPlan,writtenPlanLastChangedAt
01KFEVH10BYAXDVW828R4A2D8P,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T23:25:23.137974366Z,102,2026-01-20T23:31:06.787870384Z,,,game ended,2026-01-20T23:31:36.969468077Z,1,2026-01-20T23:32:14.790913628Z,,,"{""adviceFollowed"":""Yes, I feel as though we followed the advice well."",""partnerAdvice"":"""",""feedback"":""No.""}",2026-01-20T23:32:14.783428262Z,01KFEV37DAAK9E08F076WKMM6J,2026-01-20T23:24:29.7719131Z,3,2026-01-20T23:25:23.148791511Z,true,2026-01-20T23:26:35.209468765Z,01KFEVH0RB7JYJPA7KH5DTY6AB,2026-01-20T23:23:35.819351961Z,C166XAJ3,2026-01-20T23:23:35.819351961Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T23:23:35.829214739Z,CG_cooperate,2026-01-20T23:23:35.829214739Z,"{""PROLIFIC_PID"":""667433338e6cc9e53c828774"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700da812f452775bd64f38""}",2026-01-20T23:23:35.962354493Z,"{""plan"":""I will use the advice given to me by the previous player.""}",2026-01-20T23:26:35.200681733Z
01KFEVJSXCF3V1Y6K8H7TJB4BB,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T23:27:54.246756463Z,,,no game available,2026-01-20T23:33:39.90404137Z,game failed,2026-01-20T23:33:33.573805185Z,,,true,2026-01-20T23:33:39.894336211Z,"{""gamefailed"":""nogame""}",2026-01-20T23:33:39.884659539Z,01KFEV384Y33BFECW26XZEQAZH,2026-01-20T23:27:59.898583549Z,3,2026-01-20T23:27:54.243302036Z,true,2026-01-20T23:28:33.537455937Z,01KFEVJSQ187Y7QV7XG5A00KSZ,2026-01-20T23:24:34.092211782Z,5c560b6fccb08c0001e134a8,2026-01-20T23:24:34.092211782Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T23:24:34.103377669Z,CG_cooperate,2026-01-20T23:24:34.103377669Z,"{""PROLIFIC_PID"":""5c560b6fccb08c0001e134a8"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700e388b0afea2adc81689""}",2026-01-20T23:24:34.248824018Z,"{""plan"":""Be fair and try A B or C""}",2026-01-20T23:28:33.542715294Z
01KFEV687S5RDNHYG2YQE6S0EK,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T23:18:29.192592423Z,,,,,game failed,2026-01-20T23:33:33.573805185Z,,,,,,,01KFEV384Y33BFECW26XZEQAZH,2026-01-20T23:27:59.898583549Z,3,2026-01-20T23:18:29.201284595Z,,,01KFEV6798WFSHRPSCMNT78TJY,2026-01-20T23:17:42.777488388Z,68bbc86cc2c351dbf7bc98ec,2026-01-20T23:17:42.777488388Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T23:17:42.791260946Z,CG_cooperate,2026-01-20T23:17:42.791260946Z,"{""PROLIFIC_PID"":""68bbc86cc2c351dbf7bc98ec"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700cd929d8bda5289e5244""}",2026-01-20T23:17:43.311705136Z,,
01KFEV7TATT805MEJDGTCA5NFM,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T23:19:39.389401728Z,129,2026-01-20T23:23:42.214600929Z,,,game ended,2026-01-20T23:23:54.314671709Z,1,2026-01-20T23:24:39.420887242Z,,,"{""adviceFollowed"":""Yes, I slightly detoured and went after the highest amount on occasion out of greed, but for the most part, I believe we both followed the plan well."",""partnerAdvice"":"""",""feedback"":""N/A""}",2026-01-20T23:24:39.41398133Z,01KFEV2C0CP35QE41ZMH45J8TZ,2026-01-20T23:18:34.08341009Z,3,2026-01-20T23:19:39.39700509Z,true,2026-01-20T23:20:09.249435074Z,01KFEV7SRFRP4Y3EKRXEA0MGKA,2026-01-20T23:18:34.07487097Z,66aa52de62c06e01a958d91c,2026-01-20T23:18:34.07487097Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T23:18:34.08341009Z,CG_cooperate,2026-01-20T23:18:34.08341009Z,"{""PROLIFIC_PID"":""66aa52de62c06e01a958d91c"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700cce7cce88f243f9073c""}",2026-01-20T23:18:34.225515745Z,"{""plan"":""I plan strictly to go after the low earnings so that the likelihood of a collision remains low.""}",2026-01-20T23:20:09.242558551Z
01KFEV82H962BNCCRXPB524628,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T23:20:28.839910903Z,250,2026-01-20T23:26:24.401351084Z,,,game ended,2026-01-20T23:26:32.955423533Z,1,2026-01-20T23:30:05.826771969Z,,,"{""adviceFollowed"":""For the most part, yes.\nMy partner gained more than me because they chose the unfair option once, but since fighting for it would be destructive, I decided to keep choosing the fair option and my partner chose it too for the rest of the game."",""partnerAdvice"":"""",""feedback"":""No problems.""}",2026-01-20T23:30:05.820751473Z,01KFEV378FNG971PBW7B2SPNC6,2026-01-20T23:20:26.834516028Z,3,2026-01-20T23:20:28.840917305Z,true,2026-01-20T23:23:14.197607571Z,01KFEV8221N3HE52V2R7C9RE9B,2026-01-20T23:18:42.473908179Z,5ec2c14f488b5c0d146da2f9,2026-01-20T23:18:42.473908179Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T23:18:42.484858028Z,CG_cooperate,2026-01-20T23:18:42.484858028Z,"{""PROLIFIC_PID"":""5ec2c14f488b5c0d146da2f9"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700d3da5d461bde9e38eab""}",2026-01-20T23:18:42.750605027Z,"{""plan"":""You and another person choose a spot each to park.\nIf both choose the same spot, both gain nothing.\nIf each choose different spot with different colour, each gain the regular earnings.\nIf each choose the same colour but different spot, both also gain a bonus.""}",2026-01-20T23:23:14.20224159Z
01KFEV931ZAE9XR34MBESNEE58,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T23:20:21.381051103Z,,,,,game failed,2026-01-20T23:34:57.569155052Z,,,,,,,01KFEVMNQE7WA3H4WEJGH3XV24,2026-01-20T23:26:40.568791412Z,3,2026-01-20T23:20:21.379521216Z,,,01KFEV928F4R5T81654F34D77F,2026-01-20T23:19:15.775587311Z,55c15819fdf99b6aa2cb9713,2026-01-20T23:19:15.775587311Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T23:19:15.785730553Z,noCG_selfish,2026-01-20T23:19:15.785730553Z,"{""PROLIFIC_PID"":""55c15819fdf99b6aa2cb9713"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700d5d887f8f5d71266913""}",2026-01-20T23:19:16.201335496Z,,
01KFEVC3J7JCZ73BZAKH9RH61D,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T23:24:23.356985736Z,180,2026-01-20T23:29:43.135138817Z,,,game ended,2026-01-20T23:29:51.926558626Z,1,2026-01-20T23:31:05.38758891Z,,,"{""adviceFollowed"":"""",""partnerAdvice"":""Probably the same as I did, which to choose what's best for himself/herself."",""feedback"":""It was an interesting game, I thought we were gonna be able to communicate.""}",2026-01-20T23:31:05.381170057Z,01KFEVMNB841AFDZFM4WSW4FTD,2026-01-20T23:26:05.270484947Z,3,2026-01-20T23:24:23.350900756Z,true,2026-01-20T23:26:40.550346145Z,01KFEVC2XGP9T5E0R9Q2XJP5VK,2026-01-20T23:20:54.599573598Z,69123c96603a832cf0ed4965,2026-01-20T23:20:54.599573598Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T23:20:54.607686032Z,noCG_selfish,2026-01-20T23:20:54.607686032Z,"{""PROLIFIC_PID"":""69123c96603a832cf0ed4965"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700cc225cf443ee5880f06""}",2026-01-20T23:20:54.905228266Z,"{""plan"":""I'm gonna part in the spot with the highest bonus, hoping that my partner will probably assume that and than they'll park in the spot with the same color next to it. It's a stretch but I can't think of a better plan off the top of my head.""}",2026-01-20T23:26:40.545484211Z
01KFEVE7DF79XD8SNTNNGKRM0M,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T23:25:28.312940114Z,29,2026-01-20T23:26:17.439638512Z,disconnected,2026-01-20T23:28:17.682440201Z,game ended,2026-01-20T23:28:17.706123539Z,1,2026-01-20T23:28:48.587918056Z,,,"{""adviceFollowed"":"""",""partnerAdvice"":""to try to go for the second best option, so to avoid a collision."",""feedback"":""all good, thank you!""}",2026-01-20T23:28:48.593450796Z,01KFEV38H72YHVC8PGTMFH64KV,2026-01-20T23:24:36.959144939Z,3,2026-01-20T23:25:28.332243685Z,true,2026-01-20T23:26:01.016987142Z,01KFEVE6DCGKQNA6XE9HFNNAWN,2026-01-20T23:22:04.079707408Z,66f69dcc061074dacb886b52,2026-01-20T23:22:04.079707408Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T23:22:04.087583128Z,noCG_selfish,2026-01-20T23:22:04.087583128Z,"{""PROLIFIC_PID"":""66f69dcc061074dacb886b52"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700dac3b5643332916a8f8""}",2026-01-20T23:22:04.532773513Z,"{""plan"":""to try to maximise my winnings by going for the highest points one.""}",2026-01-20T23:26:01.00298594Z
01KFEVJY8D7HVKRCQMNCXWCEN1,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T23:26:20.207438415Z,,,no game available,2026-01-20T23:27:25.302113664Z,game failed,2026-01-20T23:27:19.596987686Z,,,true,2026-01-20T23:27:25.307309035Z,"{""gamefailed"":""nogame""}",2026-01-20T23:27:25.26641634Z,01KFEV37DDWATEP2WW25T4XFVW,2026-01-20T23:24:38.557751592Z,3,2026-01-20T23:26:20.202338232Z,,,01KFEVJXK04GQE1YV7T3X0TTQF,2026-01-20T23:24:38.541849913Z,5f1b2fe23bcef80c38d2a362,2026-01-20T23:24:38.541849913Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T23:24:38.557751592Z,CG_selfish,2026-01-20T23:24:38.557751592Z,"{""PROLIFIC_PID"":""5f1b2fe23bcef80c38d2a362"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700e5a90ff64cf00a48bb7""}",2026-01-20T23:24:38.901971625Z,,
01KFEVWXXVHBHP5S1AZQQ4JZFK,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T23:31:31.826536002Z,168,2026-01-20T23:34:27.481091908Z,,,game ended,2026-01-20T23:34:38.016089497Z,1,2026-01-20T23:37:30.336134242Z,,,"{""adviceFollowed"":""I think I'm mainly to blame because I was a bit confused at first but at the end I wanted to implement a strategy where we would each alternate between C and D to get the best score and have more equity, I think it started to work well at the end because we managed to alternate a little bit."",""partnerAdvice"":"""",""feedback"":""No problem encountered.""}",2026-01-20T23:37:30.343761515Z,01KFEV37Q0WSYAYKWHM2EXN0DN,2026-01-20T23:30:05.900254278Z,3,2026-01-20T23:31:31.819958045Z,true,2026-01-20T23:32:02.835069506Z,01KFEVWXFBM3J9VBG9VN5Q0WPT,2026-01-20T23:30:05.883697585Z,691f3fd55be97eee747b5b5c,2026-01-20T23:30:05.883697585Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T23:30:05.900254278Z,CG_selfish,2026-01-20T23:30:05.900254278Z,"{""PROLIFIC_PID"":""691f3fd55be97eee747b5b5c"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""69700fc47b6df8a296592046""}",2026-01-20T23:30:06.149767197Z,"{""plan"":""I plan to follow the advice and get the best for myself.""}",2026-01-20T23:32:02.829266499Z
01KFEW3YJBR4HT7BADWRSVJQV5,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T23:37:39.632397469Z,220,2026-01-20T23:41:49.939256611Z,,,game ended,2026-01-20T23:41:56.702095959Z,1,2026-01-20T23:42:45.61313392Z,,,"{""adviceFollowed"":"""",""partnerAdvice"":""The same as me that we should aim for a fair split"",""feedback"":""""}",2026-01-20T23:42:45.604660773Z,01KFEVMNAWK7WRWM1AMQZKX6SA,2026-01-20T23:37:55.984432454Z,3,2026-01-20T23:37:39.624548785Z,true,2026-01-20T23:39:04.168568131Z,01KFEW3WRVJVBVGXMSYT3FTN2N,2026-01-20T23:33:55.915703703Z,64db771b85ef2565f8d3cdf6,2026-01-20T23:33:55.915703703Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T23:33:55.955720991Z,noCG_cooperate,2026-01-20T23:33:55.955720991Z,"{""PROLIFIC_PID"":""64db771b85ef2565f8d3cdf6"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""697010bcbc5f1054d8f878b0""}",2026-01-20T23:33:56.228860678Z,"{""plan"":""I want to choose orange every time so that my partner and I get the same amount of bonus but I don't know whether my partner will choose a or b. However this time I will stick with B""}",2026-01-20T23:39:04.160400034Z
