"id","advice","adviceLastChangedAt","bonus","bonusLastChangedAt","endReason","endReasonLastChangedAt","ended","endedLastChangedAt","exitStep","exitStepLastChangedAt","exitSurvey","exitSurveyLastChangedAt","gameID","gameIDLastChangedAt","intro","introLastChangedAt","introDone","introDoneLastChangedAt","participantID","participantIDLastChangedAt","participantIdentifier","participantIdentifierLastChangedAt","treatment","treatmentLastChangedAt","treatmentName","treatmentNameLastChangedAt","urlParams","urlParamsLastChangedAt","writtenPlan","writtenPlanLastChangedAt","exitStepDone","exitStepDoneLastChangedAt"
"01KFYJ69FXW61V82RM7ZAFEAW2","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:50:33.760931644Z",147,"2026-01-27T01:55:48.93675385Z","","","game ended","2026-01-27T01:56:03.767165031Z",1,"2026-01-27T01:58:32.335009307Z","{""adviceFollowed"":""No. I feel we both just wanted to get some bonus rather than getting the most. If we both went for the most we would have been choosing the c response all the time and then received nothing."",""partnerAdvice"":"""",""feedback"":""Slow to load.""}","2026-01-27T01:58:32.347567967Z","01KFYHW040CZCH2ZEB3SG1WJRP","2026-01-27T01:51:05.32415407Z",3,"2026-01-27T01:50:33.751145047Z","true","2026-01-27T01:51:12.659469925Z","01KFYJ68H1E8SZYTRRGZXHF37W","2026-01-27T01:48:17.78974107Z","66c19251237692d2ae3bb12f","2026-01-27T01:48:17.78974107Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:48:17.806047744Z","CG_selfish","2026-01-27T01:48:17.806047744Z","{""PROLIFIC_PID"":""66c19251237692d2ae3bb12f"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6978192160fb158e5877e97b""}","2026-01-27T01:48:18.319980192Z","{""plan"":""I am not going to be greedy and I am going to go for something that just gets me a payout.""}","2026-01-27T01:51:12.646791196Z","",""
"01KFYK2MP9XWNAF8S1K9RNDV5W","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T02:04:52.288121638Z",182,"2026-01-27T02:10:18.065240262Z","","","game ended","2026-01-27T02:10:33.619520134Z",1,"2026-01-27T02:11:41.247073664Z","{""adviceFollowed"":""Maybe lol I am not sure"",""partnerAdvice"":"""",""feedback"":""The screen went black for a minute but refreshing the screen fixed it.""}","2026-01-27T02:11:41.262259389Z","01KFYK0A5NETQNPPD7SMCM13TX","2026-01-27T02:04:36.286235531Z",3,"2026-01-27T02:04:52.302951071Z","true","2026-01-27T02:05:26.18427691Z","01KFYK2MCS69RAMRXVR02G6M73","2026-01-27T02:03:46.761752835Z","655e7a52868948670d16b02a","2026-01-27T02:03:46.761752835Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T02:03:46.785914439Z","CG_selfish","2026-01-27T02:03:46.785914439Z","{""PROLIFIC_PID"":""655e7a52868948670d16b02a"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69781caa6cd3835e17a268e1""}","2026-01-27T02:03:46.952977609Z","{""plan"":""Plan is to work backwards""}","2026-01-27T02:05:26.199149863Z","",""
"01KFYGZAZPCQM10T9MFRC21QQE","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:28:51.442191767Z",191,"2026-01-27T01:32:10.981784297Z","","","game ended","2026-01-27T01:32:22.103275258Z",1,"2026-01-27T01:33:22.422021059Z","{""adviceFollowed"":""I followed the advice and remained constant so my partner knew what to avoid and most times did so"",""partnerAdvice"":"""",""feedback"":""""}","2026-01-27T01:33:22.416319598Z","01KFYGF6VWCQESPSC892CEK7ZS","2026-01-27T01:27:01.379780646Z",3,"2026-01-27T01:28:51.446123133Z","true","2026-01-27T01:29:40.064979496Z","01KFYGZAHYD996P6N6Q0TACJCR","2026-01-27T01:27:01.366896852Z","5b5f15f2fc072a00017da73d","2026-01-27T01:27:01.366896852Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:27:01.379780646Z","CG_selfish","2026-01-27T01:27:01.379780646Z","{""PROLIFIC_PID"":""5b5f15f2fc072a00017da73d"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69781445924f07a7f95c32dd""}","2026-01-27T01:27:01.665357313Z","{""plan"":""All or nothing - go high""}","2026-01-27T01:29:40.060806035Z","",""
"01KFYH6GH68A1GD8X4N2V9X0PK","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:32:44.645253145Z",118,"2026-01-27T01:35:06.287793969Z","","","game ended","2026-01-27T01:35:15.331826503Z",1,"2026-01-27T01:35:56.700477495Z","{""adviceFollowed"":""Not exactly"",""partnerAdvice"":"""",""feedback"":""no problems at all\nIt was really fun ""}","2026-01-27T01:35:56.694759643Z","01KFYGXRQFQ19FPXGBMBGA2HJ5","2026-01-27T01:31:38.128503156Z",3,"2026-01-27T01:32:44.864732162Z","true","2026-01-27T01:33:18.22904999Z","01KFYH6FRTE70QC8XFNAEPJCFK","2026-01-27T01:30:56.422244542Z","69728c6f8ba5cb2b5cf6f985","2026-01-27T01:30:56.422244542Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:30:56.431844541Z","CG_selfish","2026-01-27T01:30:56.431844541Z","{""PROLIFIC_PID"":""69728c6f8ba5cb2b5cf6f985"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697814fb8ee08052ada48945""}","2026-01-27T01:30:56.854088632Z","{""plan"":""I do not have a game plan still.\nOnce i reach the game the plan will develop.""}","2026-01-27T01:33:18.224177185Z","",""
"01KFYJ1MFPEKJQDRXNT5FTF38S","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:47:04.638999901Z",180,"2026-01-27T01:52:43.408453378Z","","","game ended","2026-01-27T01:52:57.932731886Z",1,"2026-01-27T01:54:32.279797433Z","{""adviceFollowed"":""I initially tried to minimize the risk of collision (that would be the best outcome for myself, as far as I'm concerned). \nThat went out of the window as soon as we had the 1st collision."",""partnerAdvice"":"""",""feedback"":""""}","2026-01-27T01:54:32.267947841Z","01KFYHVREHQWS7VE1FA0N252YQ","2026-01-27T01:47:12.28378779Z",3,"2026-01-27T01:47:04.647570504Z","true","2026-01-27T01:47:37.981797129Z","01KFYJ1KXBDH629AQ8ARC1YWKE","2026-01-27T01:45:45.20668177Z","69386728f25d0ebd41b2e896","2026-01-27T01:45:45.20668177Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:45:45.222170449Z","CG_selfish","2026-01-27T01:45:45.222170449Z","{""PROLIFIC_PID"":""69386728f25d0ebd41b2e896"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6978189813e02685a8b469e6""}","2026-01-27T01:45:45.527296766Z","{""plan"":""I will pick the second-best option for myself to avoid collision at the start.""}","2026-01-27T01:47:37.973044055Z","",""
"01KFYFH4JDXWG2Y6VHRKXCH1YD","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:04:16.646886842Z",142,"2026-01-27T01:08:01.967600578Z","","","game ended","2026-01-27T01:08:10.915888428Z",1,"2026-01-27T01:09:52.07689359Z","{""adviceFollowed"":""I do feel that we both followed the advice well.  We each seemed to randomly choose a parking spot."",""partnerAdvice"":"""",""feedback"":""no""}","2026-01-27T01:09:52.072372093Z","01KFYEZB5P2PNKY5A161X8FJXB","2026-01-27T01:02:01.014565958Z",3,"2026-01-27T01:04:16.705335707Z","true","2026-01-27T01:05:24.451024035Z","01KFYFH4AXF4CNJCZZDEH0JKHF","2026-01-27T01:01:47.469966763Z","6942e1d634d37d8b56f47144","2026-01-27T01:01:47.469966763Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:01:47.473855942Z","CG_selfish","2026-01-27T01:01:47.473855942Z","{""PROLIFIC_PID"":""6942e1d634d37d8b56f47144"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69780e3db13a4cf325ac4319""}","2026-01-27T01:01:47.606789459Z","{""plan"":""I am likely going to use a \""gut reaction\"" to select by parking spot.  ""}","2026-01-27T01:05:24.445730673Z","",""
"01KFYJ2TN87SC9MG1DN3H1KA07","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:48:16.594273543Z",177,"2026-01-27T01:52:43.408453378Z","","","game ended","2026-01-27T01:52:57.932731886Z",1,"2026-01-27T01:53:47.509266444Z","{""adviceFollowed"":""Honestly, no."",""partnerAdvice"":"""",""feedback"":""This is really fun!""}","2026-01-27T01:53:47.497496549Z","01KFYHVREHQWS7VE1FA0N252YQ","2026-01-27T01:47:12.28378779Z",3,"2026-01-27T01:48:16.60344193Z","true","2026-01-27T01:49:40.72203076Z","01KFYJ2S9G5KTBD6MVMXZ8T5JG","2026-01-27T01:46:24.296796248Z","68cabd50e25c5cf9f26afe44","2026-01-27T01:46:24.296796248Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:46:24.312478543Z","CG_selfish","2026-01-27T01:46:24.312478543Z","{""PROLIFIC_PID"":""68cabd50e25c5cf9f26afe44"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6978188943109d614de29951""}","2026-01-27T01:46:24.734832086Z","{""plan"":""The game plan is no game plan. I think this is a game of luck. I have no idea who my partner is and how they think. Same goes to my partner to me as well. I don't have a clue on what their choices would be. I will chose a random parking spot. ""}","2026-01-27T01:49:40.712108776Z","",""
"01KFYFN9RVRXFHFEEDARGSTETM","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:04:41.091513573Z",358,"2026-01-27T01:09:37.803345743Z","","","game ended","2026-01-27T01:09:49.644326018Z",1,"2026-01-27T01:10:53.287562006Z","{""adviceFollowed"":""Not sure. Rather hard to say."",""partnerAdvice"":"""",""feedback"":""I have no comments.""}","2026-01-27T01:10:53.286437886Z","01KFYEZBD6FQ226DY7XGPEMYAD","2026-01-27T01:05:24.457639386Z",3,"2026-01-27T01:04:41.090850968Z","true","2026-01-27T01:05:26.850066739Z","01KFYFN9JTS403KN04W2TR2SPA","2026-01-27T01:04:03.868000512Z","566a19b57da035000fb39b89","2026-01-27T01:04:03.868000512Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:04:03.87241986Z","CG_selfish","2026-01-27T01:04:03.87241986Z","{""PROLIFIC_PID"":""566a19b57da035000fb39b89"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69780eec9ec6f352ecf7570c""}","2026-01-27T01:04:03.981558377Z","{""plan"":""I would want to maximize the most points, I can. Trying to get as much bonus spot but at the same time try not to be greedy.""}","2026-01-27T01:05:26.844343818Z","",""
"01KFYG4ZP85GRR5TQD8V83XGE6","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:15:13.275584194Z",226,"2026-01-27T01:18:27.336333562Z","","","game ended","2026-01-27T01:18:34.864268609Z",1,"2026-01-27T01:20:14.086271316Z","{""adviceFollowed"":""Yes, we try to avoid getting in each other \""shoes\"" (selecting the same spot) to try to get the best outcome for both."",""partnerAdvice"":"""",""feedback"":""No, everything was perfect.\nBut maybe a suggestion would be try different colors the next time, for example, each letter a different one.""}","2026-01-27T01:20:14.084001522Z","01KFYFQ8A5NBDYZAY6KZKMJENW","2026-01-27T01:14:58.792823159Z",3,"2026-01-27T01:15:13.413488997Z","true","2026-01-27T01:16:05.133581795Z","01KFYG4Z4J17NTXGD8VMV0BH52","2026-01-27T01:12:37.832496489Z","5e954ba5e4531d3cb40a6ad5","2026-01-27T01:12:37.832496489Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:12:37.837649523Z","CG_selfish","2026-01-27T01:12:37.837649523Z","{""PROLIFIC_PID"":""5e954ba5e4531d3cb40a6ad5"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697810eaffadc967cc6172f6""}","2026-01-27T01:12:38.124054723Z","{""plan"":""Try to avoid the same spot with your partner!\nDo your best for you and for him/her.""}","2026-01-27T01:16:05.13207618Z","",""
"01KFYGEFS8DTMT0HC90NV2NJSM","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:19:06.450032951Z",204,"2026-01-27T01:22:36.429698245Z","","","game ended","2026-01-27T01:22:43.084161816Z",1,"2026-01-27T01:23:05.665041713Z","{""adviceFollowed"":""my partner did. i did not, because that would've caused us to win nothing."",""partnerAdvice"":"""",""feedback"":""""}","2026-01-27T01:23:05.667835418Z","01KFYG3ZDHR3XAW594V5BAYKHS","2026-01-27T01:19:46.55212962Z",3,"2026-01-27T01:19:06.451964707Z","true","2026-01-27T01:19:50.379240892Z","01KFYGEFP8RKDZ5SWKGV1R72SE","2026-01-27T01:17:49.224702777Z","66362c599c58570d437989ca","2026-01-27T01:17:49.224702777Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:17:49.22945231Z","CG_selfish","2026-01-27T01:17:49.22945231Z","{""PROLIFIC_PID"":""66362c599c58570d437989ca"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6978122a8c8ce351b4c6c42a""}","2026-01-27T01:17:49.294502972Z","{""plan"":""pick the spot that is the same color as the highest regular earnings spot, since the partner will likely press the highest earning spot""}","2026-01-27T01:19:50.377034063Z","",""
"01KFYH0C0X11HK7C8EVWN1117C","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:30:20.898369974Z",145,"2026-01-27T01:36:05.312754694Z","","","game ended","2026-01-27T01:36:38.702650845Z",1,"2026-01-27T01:37:52.147827711Z","{""adviceFollowed"":""Yes we did, we pretty much knew the rules and how to play the game. "",""partnerAdvice"":"""",""feedback"":""No problems, just I would like to play the game again  quite nice""}","2026-01-27T01:37:52.153837702Z","01KFYGF6ZPQZAP9K5P7WV3ZATG","2026-01-27T01:29:46.835258356Z",3,"2026-01-27T01:30:20.902392946Z","true","2026-01-27T01:30:48.488097489Z","01KFYH0AV4QR892C462DJ568HQ","2026-01-27T01:27:35.19720454Z","650c6e6ac5bf7a5563c604ee","2026-01-27T01:27:35.19720454Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:27:35.205281811Z","CG_selfish","2026-01-27T01:27:35.205281811Z","{""PROLIFIC_PID"":""650c6e6ac5bf7a5563c604ee"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697813d741a9d2fbb2e83cbf""}","2026-01-27T01:27:35.775373035Z","{""plan"":""Let's aim higher ""}","2026-01-27T01:30:48.446318669Z","",""
"01KFYF6B97GZ0ZJZAN28BWDVNG","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T00:57:21.482984353Z",215,"2026-01-27T01:01:48.334086267Z","","","game ended","2026-01-27T01:02:15.112175986Z",1,"2026-01-27T01:02:42.453972871Z","{""adviceFollowed"":""Somewhat! I think we did a good job"",""partnerAdvice"":"""",""feedback"":""Nope""}","2026-01-27T01:02:42.450861766Z","01KFYEZABGKDVDY2ZXA7MBRJS3","2026-01-27T00:56:55.593761452Z",3,"2026-01-27T00:57:21.484335353Z","true","2026-01-27T00:58:03.326715836Z","01KFYF6B3RVH1CNYYAB52AJJRG","2026-01-27T00:55:53.895231745Z","691cdeb0413c11b3d1908d57","2026-01-27T00:55:53.895231745Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T00:55:53.901324889Z","CG_selfish","2026-01-27T00:55:53.901324889Z","{""PROLIFIC_PID"":""691cdeb0413c11b3d1908d57"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69780ccc10c733148d02238d""}","2026-01-27T00:55:54.025628219Z","{""plan"":""I am planning to be as random as possible, hoping that the other person may be more methodical and to lower the risk of crashing. ""}","2026-01-27T00:58:03.325362239Z","",""
"01KFYF9TH6VMXJFDC0T96VVYRD","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T00:58:54.079810684Z",139,"2026-01-27T01:01:44.926333643Z","","","game ended","2026-01-27T01:02:07.0140891Z",1,"2026-01-27T01:02:26.366039137Z","{""adviceFollowed"":""Yes i think we both did really good."",""partnerAdvice"":"""",""feedback"":""Really fun.""}","2026-01-27T01:02:26.365423971Z","01KFYEZAJZ7RPMQXAKJ69NC8W1","2026-01-27T00:58:43.538871774Z",3,"2026-01-27T00:58:54.079544366Z","true","2026-01-27T00:59:24.039380914Z","01KFYF9T7Z512Y5QPAC8DT7VY0","2026-01-27T00:57:47.814616829Z","6685f1aad530199298298942","2026-01-27T00:57:47.814616829Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T00:57:47.818515827Z","CG_selfish","2026-01-27T00:57:47.818515827Z","{""PROLIFIC_PID"":""6685f1aad530199298298942"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69780d5dac38672359640858""}","2026-01-27T00:57:48.079568829Z","{""plan"":""My plan is to just try to pick one that i dont think they will.""}","2026-01-27T00:59:24.03971801Z","",""
"01KFYJDV41R07WPZWC7JNXJJGK","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T02:00:02.0216176Z",166,"2026-01-27T02:04:33.54516256Z","","","game ended","2026-01-27T02:04:56.345957705Z",1,"2026-01-27T02:06:03.835610735Z","{""adviceFollowed"":""Kind of "",""partnerAdvice"":"""",""feedback"":""""}","2026-01-27T02:06:03.850573855Z","01KFYHXKT7NZQ9DAP27HCY6QDT","2026-01-27T01:59:04.447085882Z",3,"2026-01-27T02:00:02.336099099Z","true","2026-01-27T02:01:03.054848376Z","01KFYJDTWD2K54293MYWKMPEDG","2026-01-27T01:52:25.217842285Z","613ab0960ff3efd039adf1e0","2026-01-27T01:52:25.217842285Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:52:25.234704896Z","CG_selfish","2026-01-27T01:52:25.234704896Z","{""PROLIFIC_PID"":""613ab0960ff3efd039adf1e0"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""697819252cd90326317ba877""}","2026-01-27T01:52:25.38002241Z","{""plan"":""I will choose spot C because it gives the highest payoff for me, even without coordination.""}","2026-01-27T02:01:03.042056714Z","",""
"01KFYK0FGMYB9SQDR9D0A6X5JN","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T02:04:20.161020407Z",230,"2026-01-27T02:06:48.779976278Z","","","game ended","2026-01-27T02:06:58.851339516Z",1,"2026-01-27T02:07:27.133396822Z","{""adviceFollowed"":""yes, we eventually settled into a working pattern"",""partnerAdvice"":"""",""feedback"":""""}","2026-01-27T02:07:27.148594639Z","01KFYJZKBQ9NWC8AJXCX6DN87T","2026-01-27T02:02:35.942717111Z",3,"2026-01-27T02:04:20.175569685Z","true","2026-01-27T02:04:36.240934677Z","01KFYK0FAR6V6KHKW78P34K41M","2026-01-27T02:02:35.924177618Z","581d38509b5b8800014d507e","2026-01-27T02:02:35.924177618Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T02:02:35.942717111Z","CG_selfish","2026-01-27T02:02:35.942717111Z","{""PROLIFIC_PID"":""581d38509b5b8800014d507e"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69781ca502a18ba4787d77a1""}","2026-01-27T02:02:36.067877419Z","{""plan"":""go for c if possible, if not, D""}","2026-01-27T02:04:36.255773771Z","",""
"01KFYHENQPA6BBAQX0P2YGZ6CW","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:37:14.737006676Z",250,"2026-01-27T01:39:50.292720545Z","","","game ended","2026-01-27T01:39:58.445403024Z",1,"2026-01-27T01:40:54.302664809Z","{""adviceFollowed"":""Yes, we both came to the same conclusion of what was best"",""partnerAdvice"":"""",""feedback"":""""}","2026-01-27T01:40:54.296323739Z","01KFYGXS322077JSW0GTR8X4TB","2026-01-27T01:35:23.906683758Z",3,"2026-01-27T01:37:14.829203175Z","true","2026-01-27T01:37:49.526047859Z","01KFYHEN9Y1DVKQXNGVSA8ZCG5","2026-01-27T01:35:23.894780859Z","5af43b1ea37f390001276490","2026-01-27T01:35:23.894780859Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:35:23.906683758Z","CG_selfish","2026-01-27T01:35:23.906683758Z","{""PROLIFIC_PID"":""5af43b1ea37f390001276490"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6978163e416a61cc4b880374""}","2026-01-27T01:35:24.140811088Z","{""plan"":""Going for a or b seems like the safest option""}","2026-01-27T01:37:49.428709512Z","",""
"01KFYHYNJ22X7G42NAXW553A51","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:46:36.977770463Z",240,"2026-01-27T01:49:34.706867931Z","","","game ended","2026-01-27T01:49:50.095695315Z",1,"2026-01-27T01:50:57.104811397Z","{""adviceFollowed"":""Yes, I believe once they found that I always chose C they recognized my pattern."",""partnerAdvice"":"""",""feedback"":""Thank you for the bonus.""}","2026-01-27T01:50:57.095614326Z","01KFYHVQZ3D6B27VVK82D7Q8KW","2026-01-27T01:45:37.609171863Z",3,"2026-01-27T01:46:36.986591156Z","true","2026-01-27T01:47:12.264967625Z","01KFYHYN61XY4HQH775QBR773J","2026-01-27T01:44:08.002353238Z","65c10c2abe42175a96e3ef2f","2026-01-27T01:44:08.002353238Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:44:08.017353442Z","CG_selfish","2026-01-27T01:44:08.017353442Z","{""PROLIFIC_PID"":""65c10c2abe42175a96e3ef2f"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""69781851da2498b5345cfe21""}","2026-01-27T01:44:08.254321705Z","{""plan"":""To try not to overlap the parking using intuition.""}","2026-01-27T01:47:12.25606145Z","",""
"01KFYJ7GQ8VYR8G2Z3RTRG1641","{""advice"":""Try to get the best outcome for yourself.""}","2026-01-27T01:53:24.469710235Z",197,"2026-01-27T01:57:52.887804654Z","","","game ended","2026-01-27T01:58:03.547393231Z",1,"2026-01-27T01:59:54.808802485Z","{""adviceFollowed"":""Yes. I tested to see if crashing once would motivate them to try a different lane, but ultimately my initial choice to guarantee myself safe results worked. "",""partnerAdvice"":"""",""feedback"":""The page froze on a white screen near the end so I refreshed and it continued as normal. I hope that didn't cause any issues for the researchers - and if it did I apologize sincerely.""}","2026-01-27T01:59:54.757426716Z","01KFYHW11EQM77YF0KHPKGDM6R","2026-01-27T01:53:13.113637257Z",3,"2026-01-27T01:53:24.512404621Z","true","2026-01-27T01:54:25.229652045Z","01KFYJ7GHBCF1N3XXASYV7JG04","2026-01-27T01:48:57.960110458Z","5dddfef4e454cdd66baa895a","2026-01-27T01:48:57.960110458Z","{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}","2026-01-27T01:48:57.977822839Z","CG_selfish","2026-01-27T01:48:57.977822839Z","{""PROLIFIC_PID"":""5dddfef4e454cdd66baa895a"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6978192dffadc967cc6177a5""}","2026-01-27T01:48:58.089594359Z","{""plan"":""Go for the 2nd best potential parking spot as I can expect my partner to only go for the first. This way, we have a better chance of not crashing.""}","2026-01-27T01:54:25.218120282Z","",""
"01KG00TAJ3RZF57FANTGSZENK2","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-27T15:24:18.035978007Z",139,"2026-01-27T15:28:49.395007023Z","","","game ended","2026-01-27T15:29:02.927827394Z",1,"2026-01-27T15:29:31.250066128Z","{""adviceFollowed"":""Yes we followed up with everything "",""partnerAdvice"":"""",""feedback"":""No""}","2026-01-27T15:29:31.235089972Z","01KFZZP83XK80D0HQDQT162DER","2026-01-27T15:24:53.433500207Z",3,"2026-01-27T15:24:18.037816039Z","true","2026-01-27T15:25:07.447557776Z","01KG00T8YQS07DEWCKTPDQ50YT","2026-01-27T15:23:08.739439796Z","671ddd063e7c74b377de755a","2026-01-27T15:23:08.739439796Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T15:23:08.746761161Z","CG_cooperate","2026-01-27T15:23:08.746761161Z","{""PROLIFIC_PID"":""671ddd063e7c74b377de755a"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6978d802bccc632050c81d07""}","2026-01-27T15:23:09.782161422Z","{""plan"":""I park in C""}","2026-01-27T15:25:07.440949237Z",NA,NA
"01KFZZSWQDKCK5QBQ08ZTQ12BE","{""advice"":""Try to find an outcome that's fair for both of you.""}","2026-01-27T15:06:56.597643281Z",201,"2026-01-27T15:12:28.80054548Z","","","game ended","2026-01-27T15:12:40.731441793Z",1,"2026-01-27T15:15:30.632816455Z","{""adviceFollowed"":""No. My partner was selecting spaces randomly. Since they weren't trying to co-operate, I just selected the spot with the highest rate (C)."",""partnerAdvice"":"""",""feedback"":""My partner didn't seem to understand the bonus system as they chose a different spot every round.""}","2026-01-27T15:15:30.634069942Z","01KFZZNF26JTW20VD892KV6Z16","2026-01-27T15:08:06.887415221Z",3,"2026-01-27T15:06:56.597021016Z","true","2026-01-27T15:08:37.041256348Z","01KFZZSWA1QPRTQ5KTRB10JM38","2026-01-27T15:05:25.997307093Z","5d68c8aa40524c00189e8ac2","2026-01-27T15:05:25.997307093Z","{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}","2026-01-27T15:05:26.002573904Z","CG_cooperate","2026-01-27T15:05:26.002573904Z","{""PROLIFIC_PID"":""5d68c8aa40524c00189e8ac2"",""STUDY_ID"":""6976b36e15b09b93b6b74098"",""SESSION_ID"":""6978d41f14aa450dc1c37995""}","2026-01-27T15:05:26.242750923Z","{""plan"":""Go in B. If partner goes in C, go in C once to attempt to change their mind. If they are stubborn, go n D for the bonus, albeit unhappily.""}","2026-01-27T15:08:37.260039268Z",NA,NA
