id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01KFEDCAVEZK3QD8ZFC2PP83WE,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T19:16:21.998920609Z,all games finished,2026-01-20T20:02:04.881953987Z,true,2026-01-20T19:16:22.019727367Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T19:16:21.998920609Z,ended,2026-01-20T20:02:04.881953987Z
01KFEDCC1ZHDDN3CP9JWF4PGTF,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T19:16:23.231447761Z,all games finished,2026-01-20T19:29:26.276964482Z,true,2026-01-20T19:16:23.248741574Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T19:16:23.231447761Z,ended,2026-01-20T19:29:26.276964482Z
01KFEHAKK9QMW81MWT2FF1CSZA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:25:19.721574614Z,all games finished,2026-01-20T20:49:07.677457558Z,true,2026-01-20T20:25:19.767556435Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:25:19.721574614Z,ended,2026-01-20T20:49:07.677457558Z
01KFEHAM0SBSN9QYCK4NGJTWCC,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:25:20.153298549Z,all games finished,2026-01-20T20:54:03.193762815Z,true,2026-01-20T20:25:20.250633156Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:25:20.153298549Z,ended,2026-01-20T20:54:03.193762815Z
01KFEJ5D47V2DPV4P7KW69CWA7,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:39:57.831506921Z,,,true,2026-01-20T20:39:57.88353739Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:39:57.831506921Z,running,2026-01-20T20:43:21.27070713Z
01KFEJ5DKDD8ED3R70AXWWV7TA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:39:58.317565577Z,,,true,2026-01-20T20:39:58.40419136Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:39:58.317565577Z,running,2026-01-20T20:45:52.149311463Z
01KFEJ5E832Q64ZNG3ZKPXGHJ5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:39:58.979812305Z,,,true,2026-01-20T20:39:59.034862068Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:39:58.979812305Z,running,2026-01-20T20:45:48.384548346Z
01KFEDCB0G5KS91T4MD9JTDSA4,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T19:16:22.160775908Z,all games finished,2026-01-20T19:36:11.155267307Z,true,2026-01-20T19:16:22.178027539Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T19:16:22.160775908Z,ended,2026-01-20T19:36:11.155267307Z
01KFEDCCH0VMFH7P25F40PD43N,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T19:16:23.712699392Z,all games finished,2026-01-20T19:56:56.342460574Z,true,2026-01-20T19:16:23.733884477Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T19:16:23.712699392Z,ended,2026-01-20T19:56:56.342460574Z
01KFEHA1EJWPRPNCXBTHCF12K2,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:25:01.138866289Z,all games finished,2026-01-20T20:37:02.572716067Z,true,2026-01-20T20:25:01.200796413Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:25:01.138866289Z,ended,2026-01-20T20:37:02.572716067Z
01KFEHAM72H3ZNN8G0T2BCT79K,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""CG_cooperate"",""desc"":""CG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_cooperate"",""desc"":""noCG_cooperate"",""factors"":{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""CG_selfish"",""desc"":""CG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}},""count"":1},{""treatment"":{""name"":""noCG_selfish"",""desc"":""noCG_selfish"",""factors"":{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}},""count"":1}]}}",2026-01-20T20:25:20.354052534Z,all games finished,2026-01-20T20:55:49.199048143Z,true,2026-01-20T20:25:20.478726849Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2026-01-20T20:25:20.354052534Z,ended,2026-01-20T20:55:49.199048143Z
