id,advice,adviceLastChangedAt,bonus,bonusLastChangedAt,endReason,endReasonLastChangedAt,ended,endedLastChangedAt,exitStep,exitStepLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt,writtenPlan,writtenPlanLastChangedAt
01KFEJB2W6BH18AH4P7SQHZV0H,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T20:45:05.662248728Z,,,disconnected,2026-01-20T20:49:07.628816677Z,game ended,2026-01-20T20:49:07.677457558Z,1,2026-01-20T20:53:00.956714885Z,,,"{""adviceFollowed"":"""",""partnerAdvice"":""To make sure they always block my way of earning MUs. Since they always parked in the same spot."",""feedback"":""I played a few rounds and then the game went blank. When I refreshed my partner was gone and I was taken out ofthe game. It was not my fault that my partner left. I think you should have found me another partner to play with. ""}",2026-01-20T20:53:00.940579538Z,01KFEHAKMHNYFE3MQRK8FHXJ0Z,2026-01-20T20:43:03.98500274Z,3,2026-01-20T20:45:05.980343128Z,true,2026-01-20T20:46:18.080712582Z,01KFEJB16TRJRH3Z5458FPMG9P,2026-01-20T20:43:03.942659314Z,60e9f29fe1f58945339696d0,2026-01-20T20:43:03.942659314Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:43:03.98500274Z,noCG_selfish,2026-01-20T20:43:03.98500274Z,"{""PROLIFIC_PID"":""60e9f29fe1f58945339696d0"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696fe81816bd41dbf4a1cd94""}",2026-01-20T20:43:04.761393318Z,"{""plan"":""I plan to maximise my MU as much as I possibly can""}",2026-01-20T20:46:18.068081767Z
01KFEKGBZDDR87QG9CGWE37DKP,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T21:05:10.478944051Z,139,2026-01-20T21:11:11.151842245Z,,,game ended,2026-01-20T21:11:21.449098963Z,1,2026-01-20T21:12:41.882387973Z,,,"{""adviceFollowed"":"""",""partnerAdvice"":""They were often choosing C because they wanted to earn \""easy\"" points,  while lowering the risks."",""feedback"":""No additional comments, thank you.""}",2026-01-20T21:12:41.845075294Z,01KFEKHXG0QSJ727TF9BK0CVWT,2026-01-20T21:07:52.428885293Z,3,2026-01-20T21:05:10.615651052Z,true,2026-01-20T21:07:54.046576298Z,01KFEKGBDQBTMYZ2BP79PQM1K2,2026-01-20T21:03:25.677724704Z,64e218df1a2b314bcf5c6269,2026-01-20T21:03:25.677724704Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:03:25.715222332Z,noCG_cooperate,2026-01-20T21:03:25.715222332Z,"{""PROLIFIC_PID"":""64e218df1a2b314bcf5c6269"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696fed3f074c8ab4855aaa8d""}",2026-01-20T21:03:26.015892718Z,"{""plan"":""I'll try to park in a spot with the same color to maximize my chances of earning the 10 MU bonus.""}",2026-01-20T21:07:54.003790327Z
01KFEKGNPQS5RBR06H121JR9K1,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T21:04:27.680694058Z,186,2026-01-20T21:09:40.766922614Z,,,game ended,2026-01-20T21:09:53.926152274Z,1,2026-01-20T21:10:16.717059279Z,,,"{""adviceFollowed"":""yes we both chose favourable outcomes"",""partnerAdvice"":"""",""feedback"":""""}",2026-01-20T21:10:16.74915219Z,01KFEJ5E9BF1S7ZWGC98397B4G,2026-01-20T21:04:06.765028371Z,3,2026-01-20T21:04:27.773135563Z,true,2026-01-20T21:04:46.995548655Z,01KFEKGN96HMN65VW8HZYK76DZ,2026-01-20T21:03:35.639366205Z,57c357770e6a1f00015f6038,2026-01-20T21:03:35.639366205Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:03:35.698684315Z,CG_cooperate,2026-01-20T21:03:35.698684315Z,"{""PROLIFIC_PID"":""57c357770e6a1f00015f6038"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696fed77d2f527f5a4a7e250""}",2026-01-20T21:03:35.862842581Z,"{""plan"":""Park in A for consistency - assume partner parks in C""}",2026-01-20T21:04:46.968340568Z
01KFEDSTNN3ERYKBDCSQPQ5BTJ,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T19:27:52.446766746Z,,,disconnected,2026-01-20T19:33:13.619550284Z,game failed,2026-01-20T21:34:24.57062519Z,1,2026-01-20T19:34:08.488298296Z,,,"{""adviceFollowed"":""No my partner didn't follow advice well"",""partnerAdvice"":"""",""feedback"":""My partner was unfair because iwas still interested in doing the game""}",2026-01-20T19:34:08.47711504Z,01KFEKHZPE52V00NFFWQ68WC0W,2026-01-20T21:27:10.802587023Z,3,2026-01-20T19:27:52.822011081Z,null,2026-01-20T21:17:44.731748334Z,01KFEDSRVKYWEWFY4G614K71SK,2026-01-20T19:23:44.18108588Z,67d0440cfc5f515274a6be42,2026-01-20T19:23:44.18108588Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T21:22:47.369611096Z,CG_selfish,2026-01-20T21:22:47.369611096Z,"{""PROLIFIC_PID"":""67d0440cfc5f515274a6be42"",""STUDY_ID"":""696b2a594b14c2160fb1e6bf"",""SESSION_ID"":""696fd56acc43f86656a0b11d""}",2026-01-20T19:23:44.871766827Z,"{""plan"":""Game plan is to get a color bonus if you play with partner ""}",2026-01-20T19:30:58.405960967Z
01KFEMDYHVDNQKM73E8PPVMM5J,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T21:22:48.167390923Z,10,2026-01-20T21:26:10.31271087Z,disconnected,2026-01-20T21:27:06.067135477Z,game ended,2026-01-20T21:27:06.295178796Z,1,2026-01-20T21:29:25.686659689Z,,,"{""adviceFollowed"":""Yes, I feel my partner and I followed the advice well. I anticipated that my partner would go for parking spot C, the one with the highest reward. Thus I chose a parking spot with a lower reward on purpose."",""partnerAdvice"":"""",""feedback"":""It's a pity the game ended early. I didn't encounter any problems.""}",2026-01-20T21:29:25.735067574Z,01KFEKHYN1RVJ1XWXCK4AJ63CY,2026-01-20T21:24:15.80260143Z,3,2026-01-20T21:22:48.21480466Z,true,2026-01-20T21:24:29.682064552Z,01KFEMDW4WF9QE1Y7FY9Z6W3NW,2026-01-20T21:19:34.971519453Z,65944a7812155ed118b836c4,2026-01-20T21:19:34.971519453Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T21:19:39.528740521Z,CG_selfish,2026-01-20T21:19:39.528740521Z,"{""PROLIFIC_PID"":""65944a7812155ed118b836c4"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696ff0cbcbedbdc25bf6ca73""}",2026-01-20T21:19:39.871294247Z,"{""plan"":""My game plan is to avoid parking spot D, as that one has the lowest reward. Of course I will also aim to avoid a collision.""}",2026-01-20T21:24:29.625423662Z
01KFEN1SP29Z43AXVBTANY47TQ,,,,,,,,,,,,,,,,,,,,,01KFEN1BHX3BHR3RNDH06XE6Y1,2026-01-20T21:30:25.346108491Z,6159d9989d3806f0083f17fe,2026-01-20T21:30:25.346108491Z,,,,,,,,
01KFEJ9C86SAQ3FA5GXN0A1JWJ,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T20:45:35.794929327Z,142,2026-01-20T20:54:16.371219003Z,,,game ended,2026-01-20T20:54:46.989090364Z,1,2026-01-20T20:56:40.578532009Z,,,"{""adviceFollowed"":""Yes, I believe my partner and I followed the advice given well"",""partnerAdvice"":"""",""feedback"":""Add somewhere we can chat with my partner""}",2026-01-20T20:56:40.5607812Z,01KFEHAMATV7GY0NQF17M2P0MD,2026-01-20T20:44:19.406453361Z,3,2026-01-20T20:45:36.05416706Z,true,2026-01-20T20:46:56.057551231Z,01KFEJ9B179Z0P76BT1TP9F15R,2026-01-20T20:42:08.006803576Z,664b659386921be78bcfc4d8,2026-01-20T20:42:08.006803576Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T20:42:08.028723613Z,CG_cooperate,2026-01-20T20:42:08.028723613Z,"{""PROLIFIC_PID"":""664b659386921be78bcfc4d8"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696fe8088077dc2f7147bba1""}",2026-01-20T20:42:08.54478505Z,"{""plan"":""i will be packing my car in slot B.""}",2026-01-20T20:46:55.838469934Z
01KFEM7WBDAJE6T5GGXJ4D59J9,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T21:18:44.004982978Z,220,2026-01-20T21:23:55.165158628Z,,,game ended,2026-01-20T21:24:41.524102199Z,1,2026-01-20T21:24:58.636157058Z,,,"{""adviceFollowed"":"""",""partnerAdvice"":""To work as a team"",""feedback"":""""}",2026-01-20T21:24:58.572536887Z,01KFEKHX0GFP3226G2XP5V5QA7,2026-01-20T21:16:16.182488558Z,3,2026-01-20T21:18:44.157699375Z,true,2026-01-20T21:19:03.76672284Z,01KFEM7VVBR5QQWM2RBFS85QM5,2026-01-20T21:16:16.1094488Z,65c7bfe1f18e2110daddde16,2026-01-20T21:16:16.1094488Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""noCG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:16:16.182488558Z,noCG_selfish,2026-01-20T21:16:16.182488558Z,"{""PROLIFIC_PID"":""65c7bfe1f18e2110daddde16"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696fefca9ed6f7a9c08e93a1""}",2026-01-20T21:16:16.383248542Z,"{""plan"":""I'm going to aim for the highest earnings and take the risk""}",2026-01-20T21:19:03.726721723Z
01KFEHSY0VG409SYKBFZ5QW93E,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T20:35:08.393071893Z,,,,,game failed,2026-01-20T21:46:09.218844205Z,,,,,,,01KFEKPAP1XPK4QSW1KJNK1EA8,2026-01-20T21:39:08.19319459Z,3,2026-01-20T20:35:08.400842271Z,null,2026-01-20T21:03:32.793859131Z,01KFEHSX1VS43YB1ZJ6V4VZH17,2026-01-20T20:33:41.915564242Z,6729eb175c43f39f51d452e7,2026-01-20T20:33:41.915564242Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:03:32.944925584Z,CG_cooperate,2026-01-20T21:03:32.944925584Z,"{""PROLIFIC_PID"":""6729eb175c43f39f51d452e7"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696fe64a727c6f103a58db03""}",2026-01-20T20:33:42.485043776Z,,
01KFEHRJ9VA6B41V2MY68WZGEG,"{""advice"":""Try to get the best outcome for yourself.""}",2026-01-20T20:34:59.588954705Z,38,2026-01-20T20:38:36.723526895Z,disconnected,2026-01-20T20:39:34.506801717Z,game ended,2026-01-20T20:39:34.549549787Z,1,2026-01-20T20:40:36.085662405Z,,,"{""adviceFollowed"":""On my side I followed the advice well, I’m not sure about my partner."",""partnerAdvice"":"""",""feedback"":""N/A""}",2026-01-20T20:40:36.096536392Z,01KFEHA25QS717K28J0SK0Z44C,2026-01-20T20:35:20.955247133Z,3,2026-01-20T20:34:59.870024104Z,true,2026-01-20T20:36:41.229408233Z,01KFEHRHF5TNDFED65CGE5BVMF,2026-01-20T20:32:57.148004741Z,6815f371a964b745b790a3df,2026-01-20T20:32:57.148004741Z,"{""advice"":""Try to get the best outcome for yourself."",""adviceType"":""CG"",""numRounds"":13,""playerCount"":2}",2026-01-20T20:32:57.162235929Z,CG_selfish,2026-01-20T20:32:57.162235929Z,"{""PROLIFIC_PID"":""6815f371a964b745b790a3df"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696fe5fdad35bb153cf298d9""}",2026-01-20T20:32:57.993619834Z,"{""plan"":""I will park in different spots with different colours to earn the regular spot values: choose spot A (10 MU) for my first car and spot C (19 MU) for my second car, giving me total earnings of 10 + 19 = 29 MU""}",2026-01-20T20:36:40.962505385Z
01KFEKGEFNVKE0V5SN0D5X14F0,"{""advice"":""Try to find an outcome that's fair for both of you.""}",2026-01-20T21:07:05.764972633Z,19,2026-01-20T21:09:00.164880816Z,disconnected,2026-01-20T21:11:36.962499535Z,game ended,2026-01-20T21:11:37.071293383Z,1,2026-01-20T21:12:39.798666922Z,,,"{""adviceFollowed"":""Yes , we followed the advice well."",""partnerAdvice"":"""",""feedback"":""""}",2026-01-20T21:12:39.839006465Z,01KFEKHXGV14GXW9X327G3NBE8,2026-01-20T21:07:06.775209878Z,3,2026-01-20T21:07:05.802953433Z,true,2026-01-20T21:08:37.239758803Z,01KFEKGD52TK97B72JCB5F8EZC,2026-01-20T21:03:28.245365048Z,67f3b2e0f676f1dd97a2403f,2026-01-20T21:03:28.245365048Z,"{""advice"":""Try to find an outcome that's fair for both of you."",""adviceType"":""CG"",""chatEnabled"":false,""numRounds"":13,""playerCount"":2}",2026-01-20T21:03:28.28220101Z,CG_cooperate,2026-01-20T21:03:28.28220101Z,"{""PROLIFIC_PID"":""67f3b2e0f676f1dd97a2403f"",""STUDY_ID"":""696fda5e11dcb61d45eea559"",""SESSION_ID"":""696fecfa92029c11b740000c""}",2026-01-20T21:03:28.969352338Z,"{""plan"":""I  just need to make sure I do not park the same spot  or color as my partner""}",2026-01-20T21:08:37.200558426Z
